Business Name,Industry,City,State,ZIP,Street Address,Website,LinkedIn,Employees,Est. Revenue,US Locations,What They Do,Source,Verification Status
"BOBBY FRYAR TRUCKING CO., INC.","Water, Waste, Steam, And Air Conditioning Services",Chattanooga,TN,37407,1017 East 38Th Street,dot.gov,https://www.linkedin.com/company/bobby-fryar-trucking-co.-inc.,51-200,10M-25M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Boilermakers Local 454,Construction,Chattanooga,TN,37405,301 Frazier Avenue,boilermakers.org,https://www.linkedin.com/company/boilermakers-local-454,1-10,1M-5M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Boutique Living By Curate,Construction,Chattanooga,TN,37408,1800 Rossville Avenue,boutiquelivingbycurate.com,https://www.linkedin.com/company/curate-custom-homes,11-50,1M-5M,1,Cultivating creativity- A boutique building experience for your future welcome home.,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Bowman Alcolume Co,Construction,Chattanooga,TN,37411,5319 Brainerd Road,bowmanalcolume.com,https://www.linkedin.com/company/bowman-alcolume-co,11-50,1M-5M,1,"Bowman Alcolume Co offers siding installation and products in Chattanooga, TN. Residential and commercial. Since 1955. Call 423-894-2833 for a free estimate.","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
BrightBase,Facilities Services,Chattanooga,TN,37450,605 Chestnut Street Suite 300,brightbasemanagement.com,https://www.linkedin.com/company/brightbase,51-200,10M-25M,1,"Whether you need us for HVAC, facilities maintenance, parking or all three; we are dedicated to providing you with excellent customer service and fulfilling all of your needs.","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Brogdon Construction,Construction,Chattanooga,TN,37415,,brogdonconstruction.com,https://www.linkedin.com/company/brogdon-construction,11-50,1M-5M,1,"We are a full service general contractor specializing in the commercial, residential, and municipal markets. Projects range from land development and civil work to turnkey custom buildings. We offer a wide range of services, including land clearing and development, erosion control, grading and excav","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
BROWN DOG CONSTRUCTION,Construction,Chattanooga,TN,37405,704 Colville Street,browndogconstruction.com,https://www.linkedin.com/company/brown-dog-construction,1-10,1M-5M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Brown Fence Company Inc.,Construction,Chattanooga,TN,37406,4150 South Creek Road,brownfenceco.com,https://www.linkedin.com/company/brown-fence-company-inc,1-10,1M-5M,1,"Brown Fence Company strives to build high-quality fences and gates for the southeastern area. Our company has been family-owned and operated for over 130 years, and we owe our success to our customers and employees. We are a fully licensed and insured team that can design any type of fence and gate,","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Builders Hardware Co,Construction,Chattanooga,TN,37407,2904 Dodds Avenue,buildershardwaremi.com,https://www.linkedin.com/company/builders-hardware-co,51-200,10M-25M,3,Builders Hardware Company is East Lansings source for a large inventory of decorative hardware and more.,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Builders Hardware Company of Chattanooga,Wholesale Building Materials,Chattanooga,TN,37407,2904 Dodds Avenue,buildershardware-chat.com,https://www.linkedin.com/company/builders-hardware-company-of-chattanooga,11-50,5M-10M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Building First Source,Wholesale Building Materials,Chattanooga,TN,37421,2131 Polymer Drive,bldr.com,https://www.linkedin.com/company/building-first-source,1-10,1M-5M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Building Leaders of Chattanooga (BLOC),Construction,Chattanooga,TN,37408,101 West 21St Street,agcetn.org,https://www.linkedin.com/company/building-leaders-of-chattanooga-bloc,11-50,1M-5M,1,"Building Leaders of Chattanooga (BLOC) provides young construction leaders with a platform to build networks, socialize, and exchange ideas about the industry and business. BLOC serves as a pipeline for leadership within AGC East Tennessee by convening professionals with aptitude and desire for prof","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Building Management Consultants,Construction,Chattanooga,TN,37421,6116 Shallowford Road,bmcusa.net,https://www.linkedin.com/company/building-management-consultants,51-200,10M-25M,1,"BMC is a full-service building envelope consulting firm that specializes in developing long-term roof-asset management plans, capital improvement budgets, roof preventative maintenance programs, and detailed assessment reports for commercial, institutional, and government properties. BMC takes pride","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Cabeen Originals,Construction,Chattanooga,TN,37406,2305 Dodson Avenue Suite C,cabeenoriginals.com,https://www.linkedin.com/company/cabeen-originals,11-50,1M-5M,1,Cabeen Originals is a custom woodworking and metalworking company for commercial spaces.,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
"Callahan Mechanical Contractors, Inc.",Construction,Chattanooga,TN,37407,2811 8Th Avenue,callahanmechanical.com,https://www.linkedin.com/company/callahan-mechanical-contractors-inc,51-200,10M-25M,1,"Callahan Mechanical Contractors, Inc. is a fully licensed mechanical contractor located in Chattanooga, TN. Serving the southeast for over 25 years, we specialize in sheet metal fabrication, process piping, blow pipe, HVAC service & maintenance, design-build, and LEED certified construction.","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
"CAMERON HARBOR, LLC",Construction,Chattanooga,TN,37402,525 West Main Street,cameronharbor.com,https://www.linkedin.com/company/cameron-harbor-llc,11-50,5M-10M,1,Luxury Townhomes - in the city. on the water.,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
CARE MED AMBULANCE LLC,Truck Transportation,Chattanooga,TN,37406,,caremedambulance.net,https://www.linkedin.com/company/care-med-ambulance-llc,11-50,1M-5M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Centurion Stone of Chattanooga,Construction,Chattanooga,TN,37416,3758 Pilot Point,centurionstoneofchatt.com,https://www.linkedin.com/company/centurion-stone-chattanooga,1-10,1M-5M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
"Certified Maintenance Service, Inc.",Facilities Services,Chattanooga,TN,37412,1504 Merrill Street,cms-clean.com,https://www.linkedin.com/company/certified-maintenance-service-inc,51-200,10M-25M,14,"Got Janitorial Migraines? Think of CMS as your ""Janitorial Aspirin"". We are full Service Janitorial serving the Chattanooga, Nashville, Knoxville, Cleveland, Dalton GA, Huntsville AL and beyond for over 25 years! We service commercial office buildings, medical offices, surgery centers, financial ins","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
CH ROOFING LLC,Construction,Chattanooga,TN,37416,7618 Bishop Drive,chroofingtn.com,https://www.linkedin.com/company/ch-roofing-llc,11-50,1M-5M,1,"CH Roofing LLC is a locally operated business dedicated to providing top-tier residential and commercial roofing. With a focus on customer service and free estimates, we ensure your needs are our priority. Visit us at chroofingtn.com","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Chambers Welding Fabrication Corp.,Construction,Chattanooga,TN,37408,1009 Taft Avenue,chambersweldingfabrication.com,https://www.linkedin.com/company/chambersweldingfabrication,11-50,1M-5M,1,"We are proud to be a woman and minority owned certified welding & fabrication company with over 25 years of industrial, residential and commercial experience. We provide the best customer service with integrity, safety, and quality products in a timely, efficient manner through our certified and ski","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Chattanooga Boiler & Tank,Construction,Chattanooga,TN,37408,1011 East Main Street,cbtank.com,https://www.linkedin.com/company/chattanooga-boiler-and-tank,51-200,10M-25M,1,"Chattanooga Boiler & Tank is the premier fabricator, erector and maintainer of steel plate tanks and vessels. Working with a wide range of steel - including stainless steel, duplex stainless, carbon steel, aluminum, hastelloy and inconel - allows Chattanooga Boiler & Tank to provide our customers wi","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Chattanooga Bus Company,Truck Transportation,Chattanooga,TN,37407,2000 East 29Th Street,chattbus.com,https://www.linkedin.com/company/chattanooga-bus-company,1-10,1M-5M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
"Chattanooga Closet Company, an Artisan Family Brand",Construction,Chattanooga,TN,37408,1901 Broad Street,chattanoogaclosets.com,https://www.linkedin.com/company/chattanoogaclosetcompany,51-200,10M-25M,1,"Chattanooga Closet Company, an Artisan Family Brand, is a design-led closet company that brings artistry to create organization and maximize your space. You will work with the best in the business from our award-winning, highly-trained designers to our professional installers and engineers. We liste","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
CHATTANOOGA CONTRACTOR LLC,Construction,Chattanooga,TN,37404,1028 Signal Mountain Road,rsucontractors.com,https://www.linkedin.com/company/chattanooga-contractor-llc,11-50,1M-5M,1,"RSU Contractors provides remodeling and renovation services for residential and commercial properties. The company offers kitchen and bathroom remodels, basement finishing, home additions, and whole-home renovations.","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
CHATTANOOGA DOCK BUILDERS,Construction,Chattanooga,TN,37404,608 South Holtzclaw Avenue,chattanoogadockbuilders.com,https://www.linkedin.com/company/chattanoogadockbuilders,1-10,1M-5M,1,"A division of Holly Hill Construction Inc, Chattanooga Dock Builders strives to serve you as a water front property owner in the greater Chattanooga and surrounding areas by offering tightly crafted boat docks, boat lifts, and associated products. Our goal is to catch your vision and incorporate our","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
